run_timestamp,base_model_name,adapter_path,prompt_id,prompt_type,prompt_text,output_text,device,parameter_count,input_token_count,output_token_count,new_token_count,generation_seconds,tokens_per_second,gpu_peak_memory_mb,max_new_tokens,temperature,top_p
2026-06-16T11:30:19,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_500,p01,sentence_continuation,Avañe'ẽ ha'e,"Avañe'ẽ ha'e peteĩ taha'e haguã ha'e peteĩ taha'éva taha'éva ha taha'éva taha'éva. Oĩ katu ojapo ojapóva haguã, ojapo ojapo ojapo ojehecha ojejuhu taha'éva",cuda,366162880,10,90,80,11.577,6.91,723.25,80,0.7,0.9
2026-06-16T11:30:19,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_500,p02,sentence_continuation,Paraguái retãme,"Paraguái retãme ha'e peteĩ mba'e, peteĩ mba'e táva oiko. Arandu oiko upe haguã ha'e mba'e, ha oiko mba'e hag̃ua, ha'e mba'e táva oiko. Ñemby kuéra hemb",cuda,366162880,7,87,80,21.607,3.703,723.25,80,0.7,0.9
2026-06-16T11:30:19,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_500,p03,sentence_continuation,Ko kuatiañe'ẽ omombe'u,"Ko kuatiañe'ẽ omombe'u ojekuaa táva ojapova, oñepyrũva mbo'eha'e oikuaa táva kuatiañe'ẽ oñepyrũva mba'e ha'e. Ko mba'e ha'e kuatiañe'ẽme, ojek",cuda,366162880,16,96,80,18.751,4.266,723.25,80,0.7,0.9
2026-06-16T11:30:19,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_500,p04,sentence_continuation,Mitãnguéra oho,"Mitãnguéra oho ára 1 jasyrundy 1966-pe ha'e peteĩ mba'e ohasa'ãnga pehẽngue ojapo, ha'e peteĩ arapa ha'e peteĩ mba'e ohasa'ãnga pehẽngue ojapo.",cuda,366162880,8,88,80,19.153,4.177,723.25,80,0.7,0.9
2026-06-16T11:30:19,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_500,p05,sentence_continuation,Ñane retã rembiasakue,"Ñane retã rembiasakue, hetãvore táva Tavakuai, oñemboja ñane retã, ojeikuaáva oñemboja tetãvore avei, ojeguereko ñane retã mboja, ojeikuaáva ojeikuaáva ñane retãmbyryre",cuda,366162880,9,89,80,18.736,4.27,723.25,80,0.7,0.9
2026-06-16T11:30:19,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_500,p06,sentence_continuation,Tetã guasu,"Tetã guasu ha'e tetãme kuarahyre, kuarahyresýpe ha oñembohéra Tetãgua hembiapokue. Ojejuhu tetãme tetãgua ojejuhu tetãme kuarahyre kuarahyre, ojeguerúva tetãme, oñembyá",cuda,366162880,5,85,80,19.546,4.093,723.25,80,0.7,0.9
2026-06-16T11:30:19,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_500,p07,sentence_continuation,Oñemoarandu haguã,"Oñemoarandu haguãme, ojoguahẽ térã haguãme oñemoarandu haguãme peteĩha oñemoarandu ojejapo, oñemoarandu oñemombe'éva mbo'épe ha oñemombe'éva mbo'épe oñ",cuda,366162880,10,90,80,20.324,3.936,723.25,80,0.7,0.9
2026-06-16T11:30:19,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_500,p08,sentence_continuation,Ko ára,"Ko árai oñemohenda'ekue oñemohenda'ekue hetãmbyhykuéra oñembojuhu ko ary 2013-pe, 140.469.080 hagua pegua. Ko árai oñemohenda'ekue ",cuda,366162880,5,85,80,17.187,4.655,723.25,80,0.7,0.9
2026-06-16T11:30:19,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_500,p09,sentence_continuation,Ñande ñe'ẽ,"Ñande ñe'ẽva heñói oĩva hag̃ua mbo'eha'e hag̃ua ha'e oñembohai oĩva, oñemomba'apy ojehecha ha'e, oñembohai oĩva. Oĩva, oñemomba'apy oje",cuda,366162880,9,89,80,17.754,4.506,723.25,80,0.7,0.9
2026-06-16T11:30:19,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_500,p10,sentence_continuation,Ha upéicha,Ha upéicha ha'e tetãvore ojejapóva ojejapóva oñemomby'e táva ojejapóva táva oñemohenda ojejapóva oñemohenda ojejapóva táva oñemohenda oñemomby'e tá,cuda,366162880,5,85,80,20.906,3.827,723.25,80,0.7,0.9
2026-06-16T11:30:19,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_500,p11,sentence_continuation,Tekove porã,"Tekove porãi, umi ojeikuaa hag̃ua oñemohenda ojejapo hag̃ua ojapóva yvyporãi, ysyry oguereko ñe'ẽva ojejapóva ysyry. Oñeha'ãre ojeipopo hag̃ua",cuda,366162880,5,85,80,18.975,4.216,723.25,80,0.7,0.9
2026-06-16T11:30:19,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_500,p12,sentence_continuation,Yvy ári,Yvy ári pára pegua ha'e térã mbohapy ári ysyrygua pegua ha'e mbohapy ári ysyrygua pegua. Oguereko he'i tetãvore ojejuhúva ñe'ẽgui ysyrygua pegua,cuda,366162880,5,85,80,18.119,4.415,723.25,80,0.7,0.9
