run_timestamp,base_model_name,adapter_path,prompt_id,prompt_type,prompt_text,output_text,device,parameter_count,input_token_count,output_token_count,new_token_count,generation_seconds,tokens_per_second,gpu_peak_memory_mb,max_new_tokens,temperature,top_p
2026-06-16T13:18:47,bigscience/bloom-560m,models/fine_tuned/bloom_560m_lora_512_chunked_wide_500,p01,sentence_continuation,Avañe'ẽ ha'e,Avañe'ẽ ha'e peteĩ mba'éva oikove mba'éva ha'e peteĩ mba'éva oikove mba'éva oikove mba'éva oikove mba'éva oikove mba'éva oikove mba'éva oikove mba'éva oikove mba'éva oikove mba'éva o,cuda,562360320,7,87,80,6.9,11.595,1107.95,80,0.7,0.9
2026-06-16T13:18:47,bigscience/bloom-560m,models/fine_tuned/bloom_560m_lora_512_chunked_wide_500,p02,sentence_continuation,Paraguái retãme,"Paraguái retãme, ha'e peteĩ peteĩ ojeguerekohára ojeguerekohára, ha oñemongakuéra ipype ha'e peteĩ peteĩ peteĩ ojeguerekohára ojeguerekohára. Hembiapo ary, ojejapo ojeguerekohára ojeguerekohára, o",cuda,562360320,6,86,80,6.081,13.156,1107.95,80,0.7,0.9
2026-06-16T13:18:47,bigscience/bloom-560m,models/fine_tuned/bloom_560m_lora_512_chunked_wide_500,p03,sentence_continuation,Ko kuatiañe'ẽ omombe'u,"Ko kuatiañe'ẽ omombe'u tembipopo'ỹeva ñembyvy apytépe, ñembyvy apytépe, ñembyvy apytépe, ñembyvy apytépe, ñembyvy apytépe, ñembyvy apytépe, ñembyvy apytépe, ñembyvy apytépe, ñemb",cuda,562360320,9,89,80,6.071,13.178,1108.14,80,0.7,0.9
2026-06-16T13:18:47,bigscience/bloom-560m,models/fine_tuned/bloom_560m_lora_512_chunked_wide_500,p04,sentence_continuation,Mitãnguéra oho,Mitãnguéra ohoha'angarekóva ha'e peteĩ tembiasu térã peteĩ tembiasu térã peteĩ tembiasu térã peteĩ tembiasu térã peteĩ tembiasu térã peteĩ tembiasu térã peteĩ tembiasu térã peteĩ tembiasu térã peteĩ tembiasu tér,cuda,562360320,6,86,80,6.194,12.915,1108.14,80,0.7,0.9
2026-06-16T13:18:47,bigscience/bloom-560m,models/fine_tuned/bloom_560m_lora_512_chunked_wide_500,p05,sentence_continuation,Ñane retã rembiasakue,"Ñane retã rembiasakue (ñane rembiasakue, ñane rembiasakue, ñane rembiasakue ha ñane rembiasakue hañe'ẽme, ñane rembiasakue) ha'e peteĩ ñane rembiasakue ñane rembiasakue ha'ekue ñane rembiasakue ñane remb",cuda,562360320,9,89,80,8.116,9.857,1108.14,80,0.7,0.9
2026-06-16T13:18:47,bigscience/bloom-560m,models/fine_tuned/bloom_560m_lora_512_chunked_wide_500,p06,sentence_continuation,Tetã guasu,"Tetã guasu ha'e peteĩ tetã ha'e heta tetã tetã ojejuhúva tetã ojejuhu hag̃ua, heta tetã ojejuhu ha'e heta tetã ojejuhu hag̃ua. Ojeheñói Tetã guasu oikove tetã ambuéva, tetã ojejuhu hag̃ua",cuda,562360320,4,84,80,6.589,12.141,1108.14,80,0.7,0.9
2026-06-16T13:18:47,bigscience/bloom-560m,models/fine_tuned/bloom_560m_lora_512_chunked_wide_500,p07,sentence_continuation,Oñemoarandu haguã,"Oñemoarandu haguã ha’e ñemoarandu ha’e mba’eha’e mba’épe oñeha’ãva ha’e mba’eha’e mba’épe. Hembiapokuéra oñepyrũva’ekue, ha’e oñeha’ãva oñeha’ãvape mba’épe. Upépe",cuda,562360320,7,87,80,6.649,12.032,1108.14,80,0.7,0.9
2026-06-16T13:18:47,bigscience/bloom-560m,models/fine_tuned/bloom_560m_lora_512_chunked_wide_500,p08,sentence_continuation,Ko ára,"Ko ára 11 jasypa ary (1997) héra ymaguare ha’e peteĩ ñemonguatúva ha ñemoha’ãva, ojapo apytépe ha ojapo tetãme oñembosako’ỹva, oñepyrũvo hekoha’ãva ha ojapo peteĩhára, oñemb",cuda,562360320,3,83,80,6.799,11.767,1108.14,80,0.7,0.9
2026-06-16T13:18:47,bigscience/bloom-560m,models/fine_tuned/bloom_560m_lora_512_chunked_wide_500,p09,sentence_continuation,Ñande ñe'ẽ,"Ñande ñe'ẽngue, umíva oĩ ñande ha'e ñande ñe'ẽngue, oĩva, ñande ñe'ẽngue, umíva ñande ñe'ẽngue oĩva, ñande ñe'ẽngue, umíva ñande ñe'ẽngue, umíva ñande ñe'ẽngue oĩva, ñ",cuda,562360320,5,85,80,6.567,12.182,1108.14,80,0.7,0.9
2026-06-16T13:18:47,bigscience/bloom-560m,models/fine_tuned/bloom_560m_lora_512_chunked_wide_500,p10,sentence_continuation,Ha upéicha,Ha upéicha peteĩ avei peteĩ heta peteĩ peteĩ ha avei ha’e ha’e peteĩ peha. Avei peteĩ oikoveha’éva ha’e peteĩha peteĩ ojejuhuha’éva peteĩ ha’e peteĩha peteĩ ojejuhuha’,cuda,562360320,4,84,80,6.296,12.706,1108.14,80,0.7,0.9
2026-06-16T13:18:47,bigscience/bloom-560m,models/fine_tuned/bloom_560m_lora_512_chunked_wide_500,p11,sentence_continuation,Tekove porã,"Tekove porã, upéva ha'e peteĩ tetãvore Samoápe, upe tetãvore Joaju, ha upe tetãvore Joaju Samoápe. Tekove porã ojejuhúva ñemombýva ha oiko yvýva ha'e yvýva ha'e yvýva oikuaa",cuda,562360320,5,85,80,6.295,12.708,1108.14,80,0.7,0.9
2026-06-16T13:18:47,bigscience/bloom-560m,models/fine_tuned/bloom_560m_lora_512_chunked_wide_500,p12,sentence_continuation,Yvy ári,Yvy ári avei ára ára ojejuhu heta peteĩ oñepyrũva avei. Yvy ára ojejuhu heta peteĩ oñepyrũva avei. Yvy ára ojejuhu heta peteĩ oñepyrũva avei. Yvy ára ojejuhu heta pete,cuda,562360320,4,84,80,6.494,12.319,1108.14,80,0.7,0.9
