run_timestamp,base_model_name,adapter_path,prompt_id,prompt_type,prompt_text,output_text,device,parameter_count,input_token_count,output_token_count,new_token_count,generation_seconds,tokens_per_second,gpu_peak_memory_mb,max_new_tokens,temperature,top_p
2026-06-16T04:31:39,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_100,p01,sentence_continuation,Avañe'ẽ ha'e,"Avañe'ẽ ha'e povũ'ẽva'ãva oĩ'ẽva'ãva oĩ'ẽva'ãva, oĩ'ẽva'ãva oĩ'ẽva'ãva hava'ẽva'ãva oĩ'ẽva'ãva.

Oĩ'ẽ",cuda,366162880,10,90,80,11.286,7.088,723.25,80,0.7,0.9
2026-06-16T04:31:39,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_100,p02,sentence_continuation,Paraguái retãme,"Paraguái retãme.

Tựa Từa:

Bắc Giang Chúa:

Bắc Giang Chúa:

Bắc Giang Chúa:

Bắc Giang Chúa:

Bắc Giang Chúa:

Bắc Giang",cuda,366162880,7,87,80,11.041,7.246,723.25,80,0.7,0.9
2026-06-16T04:31:39,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_100,p03,sentence_continuation,Ko kuatiañe'ẽ omombe'u,Ko kuatiañe'ẽ omombe'u'ẽ. Ko kuatiañe'ẽ kuatiañe'ẽ ha'ãkatiañe'ẽ. Ko kuatiañe'ẽ ha'ãkatiañe'ẽ ko kuatiañe'ẽ ha'ãkatiañe'ẽ kuat,cuda,366162880,16,96,80,11.252,7.11,723.25,80,0.7,0.9
2026-06-16T04:31:39,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_100,p04,sentence_continuation,Mitãnguéra oho,"Mitãnguéra oho tijuéra orohe oñempeguéra orohe kuãméra.

The first-person plural of the word “guéra” means “people.” The second-person plural of the word “guéra” means “you.”

The first-person plural of the word “méra” means “women.”",cuda,366162880,8,88,80,11.051,7.239,723.25,80,0.7,0.9
2026-06-16T04:31:39,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_100,p05,sentence_continuation,Ñane retã rembiasakue,"Ñane retã rembiasakue.

Para ponerse un chico a tienda. Tienen ahora dos o tres. Y ahora el chico, deja de ser muy malo. Y ahora puedo ser muy malo. Y ahora no soy muy malo.

Yo, juego de la guerra. Es m",cuda,366162880,9,89,80,11.108,7.202,723.25,80,0.7,0.9
2026-06-16T04:31:39,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_100,p06,sentence_continuation,Tetã guasu,"Tetã guasuãkãuã, tepéhéi, tepéhéi ikóva, upere, upere ikóva, tepéhéi, upere ikóva, upere ikóva, kapã tepéhéi, upere ikóva, kapã",cuda,366162880,5,85,80,11.25,7.111,723.25,80,0.7,0.9
2026-06-16T04:31:39,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_100,p07,sentence_continuation,Oñemoarandu haguã,"Oñemoarandu haguãva'ãi: Kújãva'ãi'ãi hende'ãi haguãva'ãi, pumãguéra-yaguáva'ãi. Pumãguéra-yaguáva'ãi: haguãva'ãi haguãva'ãi haguãva'ã",cuda,366162880,10,90,80,11.747,6.81,723.25,80,0.7,0.9
2026-06-16T04:31:39,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_100,p08,sentence_continuation,Ko ára,Ko áraĩtói oĩa iko kuẽ oĩa oĩãkua kuẽ. Ko áraĩtói oĩa oĩãkua kuẽ oĩa iko iko oĩãkua iko ha'e ko áraĩtó,cuda,366162880,5,85,80,11.387,7.025,723.25,80,0.7,0.9
2026-06-16T04:31:39,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_100,p09,sentence_continuation,Ñande ñe'ẽ,"Ñande ñe'ẽãi kõyẽ ñe'ẽãi hái, kõyẽãi kõyẽ ñe'ẽãi hai. Hái kõyẽãi ñe'ẽãi hai, hai hai kõyẽãi ñe'ẽ",cuda,366162880,9,89,80,11.211,7.136,723.25,80,0.7,0.9
2026-06-16T04:31:39,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_100,p10,sentence_continuation,Ha upéicha,Ha upéicha hai hañepe káva hava upéicha. Vaiyáva upéicha hai hañepe káva upéicha. Upéicha hai hañepe káva hava upéicha hañepe káva hava. Vaiyáva upéicha hai ha,cuda,366162880,5,85,80,11.243,7.116,723.25,80,0.7,0.9
2026-06-16T04:31:39,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_100,p11,sentence_continuation,Tekove porã,"Tekove porãs avekõ ñahe ikãva ha'ãy, iñe oñembo ñahe, mba ha'ãy ñe'ãy ñe'ãy oñe oñembo ñahe.

Era oñe oñe'ãy ñe'ãy o",cuda,366162880,5,85,80,11.386,7.026,723.25,80,0.7,0.9
2026-06-16T04:31:39,HuggingFaceTB/SmolLM2-360M,models/fine_tuned/smollm2_lora_512_chunked_100,p12,sentence_continuation,Yvy ári,"Yvy áriyó. Pénteki együttevei kõrĩre áryára. Kõrĩre aryára áriyó, áriyó. Kõrĩre aryára. Pénteki együttevei kõrĩre á",cuda,366162880,5,85,80,11.125,7.191,723.25,80,0.7,0.9
